id,left,top,right,bottom,¼ö¼ÒÀÌ¿Â³ó
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,8.79246900
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,8.74132290
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,8.69279380
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,8.72697400
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,8.67991400
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,8.64524860
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,8.63299590
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,8.58768300
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,8.57069500
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,8.18689950
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,8.18089620
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,8.17212110
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,8.19056290
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,8.18859610
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,8.18464160
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,8.19347360
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,8.19428940
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,8.19288530
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.21500490
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.21985730
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.22600630
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.23128740
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.19673750
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.21045480
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.22390580
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.23340220
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.16997250
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.19731710
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.22047640
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.23482810
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,8.17616260
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,8.15638260
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,8.12403820
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,8.17789850
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,8.16090350
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,8.13343240
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,8.18221580
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,8.17085310
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,8.15381150
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,8.18689950
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,8.18089620
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,8.17212110
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.19854500
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.20696050
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.21060530
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.21129010
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.21171460
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.21536280
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.21842460
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.22035960
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.21876010
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.22089700
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.22406430
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.22703930
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.21500490
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.21985730
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.22600630
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.23128740
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,8.18400440
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,8.17072990
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,8.15350990
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,8.17839160
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,8.16054590
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,8.13386000
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,8.17616260
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,8.15638260
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,8.12403820
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,12.33243900
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,12.63809700
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,12.95868900
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,13.29581800
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,12.43085400
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,12.74377600
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,13.07293900
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,13.42008500
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,12.52278900
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,12.84165800
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,13.17812800
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,13.53409600
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,12.60736200
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,12.93080300
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,13.27323400
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,13.63674900
11940,127.700000000000003,34.725000000000001,127.725000000000023,34.700000000000003,8.20325760
11940,127.700000000000003,34.725000000000001,127.725000000000023,34.700000000000003,8.18837870
11940,127.700000000000003,34.725000000000001,127.725000000000023,34.700000000000003,8.16083500
11940,127.700000000000003,34.725000000000001,127.725000000000023,34.700000000000003,8.11692320
11940,127.700000000000003,34.725000000000001,127.725000000000023,34.700000000000003,8.20151420
11940,127.700000000000003,34.725000000000001,127.725000000000023,34.700000000000003,8.18670360
