id,left,top,right,bottom,용존산소
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,7.72165440
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,7.68966370
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,7.64115530
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,7.73709410
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,7.71280710
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,7.67307750
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,7.75725750
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,7.74228270
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,7.71320830
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,7.80984280
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,7.79842820
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,7.76651420
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,7.81647930
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,7.83535280
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,7.83606300
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,7.82349710
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,7.86351410
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,7.88185170
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.45037850
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.38576790
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.31169790
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.24701890
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.53242890
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.45228650
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.36585260
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.29898250
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.64342740
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.52548160
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.41425650
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,8.34027770
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,7.77737950
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,7.67457040
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,7.49239600
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,7.78047600
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,7.69621370
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,7.54573620
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,7.79577830
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,7.74787240
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,7.66288300
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,7.80984280
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,7.79842820
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,7.76651420
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.63375900
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.39190820
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.17471170
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.02341180
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.49752190
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.36243470
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.22618060
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.11901120
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.43650650
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.35469670
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.26555870
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.18837110
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.45037850
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.38576790
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.31169790
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,8.24701890
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,7.83331960
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,7.76752330
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,7.67517400
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,7.79575650
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,7.70315700
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,7.55367090
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,7.77737950
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,7.67457040
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,7.49239600
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,8.24869280
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,8.21464790
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,8.18180200
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,8.14996500
