id,left,top,right,bottom,질산성질소
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,17.87714500
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,17.43841600
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,17.13172200
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,15.87538000
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,15.46045100
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,15.37688000
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,13.42480700
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,12.95620600
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,13.12134100
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,11.73263000
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,12.33794700
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,12.18188800
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,10.89888900
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,12.31184900
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,12.84471400
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,10.29312600
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,12.20853300
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,13.06101200
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,10.91579000
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,12.15551400
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,13.61672900
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,14.86006400
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,7.88839330
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,10.24505200
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,12.63520200
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,14.37504200
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,3.78430160
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,7.91552040
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,11.56237000
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,13.88299100
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,13.47326000
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,11.69869100
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,8.20109790
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,12.85804600
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,11.65834200
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,8.97317030
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,12.37344800
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,12.07123300
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,10.79569200
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,11.73263000
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,12.33794700
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,12.18188800
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,7.57342410
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,11.03896900
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,13.61033700
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,15.07407000
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,10.41826300
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,12.21472800
