id,left,top,right,bottom,¿°ºÐ
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,32.38364500
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,32.37908700
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,32.37327800
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,32.39571800
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,32.39281900
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,32.38784500
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,32.39768000
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,32.40144600
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,32.39997800
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,31.38777500
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,31.41193400
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,31.43943900
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,31.30882100
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,31.35756900
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,31.41248800
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,31.22469600
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,31.31011300
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,31.40366500
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,32.25551200
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,32.27242500
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,32.28802300
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,32.29316700
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,32.28668200
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,32.31872000
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,32.35822700
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,32.37084800
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,32.31430400
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,32.35928800
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,32.42615900
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,32.45065800
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,31.48045800
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,31.48857400
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,31.49714300
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,31.46397600
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,31.47427200
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,31.48545300
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,31.43583400
