id,left,top,right,bottom,클로로필
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.82120130
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.76743500
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.70128760
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.81721460
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.77361080
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.71864980
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.81678950
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.78546480
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.74400600
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,2.02580720
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,2.21673650
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,2.34103820
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,1.86970760
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,2.11537850
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,2.26799380
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,1.75779550
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,2.03605340
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,2.19757680
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,1.98648570
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,2.04764120
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,2.11456770
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,2.16208430
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,1.76804920
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,1.90314870
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,2.03022810
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,2.10847880
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,1.50484500
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,1.74680890
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,1.94722420
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,2.05744150
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,2.39365970
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,2.45590750
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,2.44956830
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,2.29120980
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,2.39138810
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,2.42744030
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,2.17104090
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,2.31364830
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,2.39837910
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,2.02580720
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,2.21673650
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,2.34103820
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,1.99219140
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,2.11306500
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,2.18929330
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,2.22222440
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,2.07934940
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,2.13935510
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,2.19099900
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,2.22254080
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,2.08557640
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,2.12582750
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,2.16979190
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,2.20239000
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,1.98648570
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,2.04764120
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,2.11456770
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,2.16208430
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,2.58981160
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,2.61423580
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,2.60617220
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,2.49047540
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,2.52673890
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,2.50808460
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,2.39365970
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,2.45590750
16048,128.275000000000006,34.950000000000003,128.300000000000011,34.925000000000004,2.44956830
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,4.71901240
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,4.78684380
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,4.84271690
3722,126.549999999999997,34.325000000000003,126.575000000000003,34.300000000000004,4.88675040
