id,left,top,right,bottom,용존무기질
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,57.00617300
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,57.42654700
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,58.44601100
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,54.39935000
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,54.61952900
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,55.62447700
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,51.20625700
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,51.10311300
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,52.06794600
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,24.30854100
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,26.53330400
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,27.37426100
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,22.22797400
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,25.80211200
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,27.66322800
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,20.74537600
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,25.15807600
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,27.46780600
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,35.46842700
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,38.95122100
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,42.94743600
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,46.26045900
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,24.88264700
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,31.57651800
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,38.24421000
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,42.97185800
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,12.69450800
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,23.98592300
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,33.87641800
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,40.06502600
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,28.93905700
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,27.46580000
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,23.49062900
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,27.50501100
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,26.97409400
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,24.23836700
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,26.08830300
