id,left,top,right,bottom,아질산성질
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,2.94060220
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,2.93188420
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,2.95984230
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,2.74353010
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,2.72828680
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,2.76545000
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,2.49790800
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,2.46728770
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,2.51382150
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,1.33619590
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,1.40296780
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,1.41084780
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,1.27372020
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,1.40531110
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,1.47142640
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,1.22830680
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,1.40103140
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,1.49617590
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,1.52053910
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,1.61892920
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,1.73030170
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,1.82211120
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,1.28576080
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,1.45562000
